scheme_name,benchmark,riskometer,riskometer_benchmark,nav_date,nav_regular,nav_direct,return_1y_regular,return_1y_direct,return_1y_benchmark,info_ratio_1y_regular,info_ratio_1y_direct,return_3y_regular,return_3y_direct,return_3y_benchmark,info_ratio_3y_regular,info_ratio_3y_direct,return_5y_regular,return_5y_direct,return_5y_benchmark,info_ratio_5y_regular,info_ratio_5y_direct,return_10y_regular,return_10y_direct,return_10y_benchmark,info_ratio_10y_regular,info_ratio_10y_direct,return_since_launch_regular,return_since_launch_direct,return_since_launch_benchmark,return_since_launch_direct_benchmark,aum_cr,category,sub_category,source_file,Return 7 Days (%) Regular,Return 7 Days (%) Direct,Return 7 Days (%) Benchmark,Return 15 Days (%) Regular,Return 15 Days (%) Direct,Return 15 Days (%) Benchmark,Return 1 Month (%) Regular,Return 1 Month (%) Direct,Return 1 Month (%) Benchmark,Return 3 Month (%) Regular,Return 3 Month (%) Direct,Return 3 Month (%) Benchmark,Return 6 Month (%) Regular,Return 6 Month (%) Direct,Return 6 Month (%) Benchmark,Previous Month Closing AUM (Cr.),Previous Month Average AUM (Cr.)
Groww Aggressive Hybrid Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,21.1201,23.7539,12.135178,13.4173355,12.086305,,,12.498573,13.958698,14.037134,,,10.251945,11.86428,11.431542,,,,,,,,10.933412,12.757573,12.739037,12.739037,50.63,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
HDFC Hybrid Equity Fund,NIFTY 50 Hybrid Composite Debt 65:35 Index,Very High,High,2026-02-24,118.497,128.974,9.903635,10.626581,10.931664,,,11.898282,12.623707,12.127134,,,11.448855,12.170177,10.348652,,,13.240699,13.999178,12.76873,,,12.556399,12.024078,12.302848,11.428384,23926.76,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
HSBC Aggressive Hybrid Fund,NIFTY 50 Hybrid Composite Debt 65:35 Index,Very High,High,2026-02-24,55.9474,63.9648,16.152485,17.357992,10.931664,,,15.8480015,17.05438,12.127134,,,11.374467,12.524394,10.348652,,,12.027892,13.200699,12.76873,,,12.114429,13.904242,10.981838,11.428384,5474.74,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Equity & Debt Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,408.59,454.97,15.682333,16.375496,12.086305,,,19.35173,20.054922,14.037134,,,18.781298,19.455048,11.431542,,,17.231422,18.153263,13.395482,,,15.132717,17.23396,,12.139536,50307.44,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
Invesco India Aggressive Hybrid Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,21.6776,24.456,6.2492037,7.9372926,12.086305,,,15.234046,17.090868,14.037134,,,11.134055,12.941522,11.431542,,,,,,,,10.627761,12.383162,12.265192,12.265192,791.47,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
JM Aggressive Hybrid Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,117.1711,135.1604,5.3069077,7.010785,12.086305,,,17.63468,19.469955,14.037134,,,14.698329,16.195553,11.431542,,,13.266145,14.425245,13.395482,,,12.167848,13.639653,,12.082026,750.51,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
Kotak Aggressive Hybrid Fund,NIFTY 50 Hybrid Composite Debt 65:35 Index,Very High,High,2026-02-24,63.692,75.379,14.952984,16.429829,10.931664,,,15.69679,17.237165,12.127134,,,13.64619,15.196959,10.348652,,,14.487166,16.05881,12.76873,,,11.989471,13.5263405,10.572677,10.572677,8649.35,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
LIC MF Aggressive Hybrid Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,195.5683,223.4815,11.633133,12.848528,12.086305,,,13.243814,14.463365,14.037134,,,9.697246,10.918462,11.431542,,,10.911486,12.179975,13.395482,,,8.154671,10.474921,,12.082026,518.91,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
Mahindra Manulife Aggressive Hybrid Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,27.3633,30.7772,12.139157,13.89556,12.086305,,,17.036282,18.94854,14.037134,,,14.433234,16.466991,11.431542,,,,,,,,16.454227,18.54469,12.999853,12.999853,2174.19,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
Mirae Asset Aggressive Hybrid Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,33.45,39.338,16.38021,17.923199,12.086305,,,15.030498,16.574486,14.037134,,,11.92762,13.46166,11.431542,,,14.021783,15.782855,13.395482,,,12.085175,13.815529,11.620505,11.620505,9557.98,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
Navi Aggressive Hybrid Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,20.6333,23.7472,9.939311,11.908464,12.086305,,,12.758905,14.8175125,14.037134,,,10.759882,12.814938,11.431542,,,,,,,,9.695335,11.682952,11.8061,11.8061,111.92,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
Nippon India Aggressive Hybrid Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,106.8633,121.0732,13.13242,14.116434,12.086305,,,15.848075,16.79888,14.037134,,,13.543848,14.457689,11.431542,,,11.341515,12.442717,13.395482,,,12.10704,12.4512,12.429231,12.100558,4086.34,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
PGIM India Aggressive Hybrid Equity Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,127.76,153.99,6.706757,8.39023,12.086305,,,11.087339,12.865248,14.037134,,,8.902009,10.672492,11.431542,,,9.9550905,11.658889,13.395482,,,12.236623,11.43222,12.445037,12.100558,208.69,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
Quant Aggressive Hybrid Fund,NIFTY 50 Hybrid Composite Debt 65:35 Index,Very High,High,2026-02-24,427.5836,469.3667,14.998771,16.501959,10.931664,,,14.103339,15.629148,12.127134,,,16.771421,18.171503,10.348652,,,16.374243,17.415667,12.76873,,,16.280712,16.443476,,11.390601,2004.64,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
SBI Equity Hybrid Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,306.6858,340.1257,14.097178,14.849519,12.086305,,,15.511003,16.288027,14.037134,,,11.960192,12.727147,11.431542,,,13.245916,14.145645,13.395482,,,14.651021,14.551643,12.593349,12.100558,82824.5,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
Shriram Aggressive Hybrid Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,31.9516,36.9357,11.226142,13.113368,12.086305,,,12.030954,13.8870325,14.037134,,,9.311448,11.064585,11.431542,,,10.5595665,12.031068,13.395482,,,9.949836,11.258987,12.839438,12.839438,49.95,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
Sundaram Aggressive Hybrid Fund,CRISIL Hybrid 35+65 - Aggressive Index,High,High,2026-02-24,162.4418,187.4179,10.845305,12.054716,12.086305,,,13.479749,14.76583,14.037134,,,11.216231,12.528152,11.431542,,,13.740573,15.085685,13.395482,,,11.257926,13.700854,,12.100558,8145.99,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
Tata Aggressive Hybrid Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,443.5967,500.8679,11.209672,12.261569,12.086305,,,12.092222,13.158055,14.037134,,,10.923976,11.981112,11.431542,,,11.259417,12.424485,13.395482,,,13.51388,13.046585,,12.100558,4056.25,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
UTI Aggressive Hybrid Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,411.9106,444.7491,11.041333,11.762208,12.086305,,,16.725746,17.467838,14.037134,,,14.581419,15.306748,11.431542,,,13.751915,14.507918,13.395482,,,12.300093,13.059527,,12.100558,6668.64,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
Union Aggressive Hybrid Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,18.29,19.41,13.531968,14.988152,12.086305,,,14.002456,15.324554,14.037134,,,11.249336,12.536993,11.431542,,,,,,,,12.339428,13.633532,12.236317,12.236317,704.65,Hybrid,Aggressive Hybrid Fund,Fund-Performance-26-Feb-2026--1336.xlsx,,,,,,,,,,,,,,,,,
Aditya Birla Sun Life Bal Bhavishya Yojna,Nifty 500 TRI,Very High,Very High,2026-02-24,19.81,22.23,14.112904,15.480519,14.931403,,,14.796034,16.371504,17.88852,,,8.902261,10.5654745,14.494172,,,,,,,,10.195669,12.014309,15.73486,15.73486,1162.4,Solution Oriented,Children's Fund,Fund-Performance-26-Feb-2026--1336 (7).xlsx,,,,,,,,,,,,,,,,,
Axis Childrens Fund,NIFTY 50 Hybrid Composite Debt 65:35 Index,Very High,High,2026-02-24,26.2197,29.9562,10.763908,11.817337,10.931664,,,11.379529,12.605669,12.127134,,,8.8227005,10.04272,10.348652,,,10.658048,12.1057825,12.76873,,,9.8889265,11.330516,11.835538,11.835538,914.52,Solution Oriented,Children's Fund,Fund-Performance-26-Feb-2026--1336 (7).xlsx,,,,,,,,,,,,,,,,,
Baroda BNP Paribas Childrens Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,11.0487,11.3038,17.974865,20.301825,14.931403,,,,,,,,,,,,,,,,,,8.964339,11.126652,4.2867703,4.2867703,113.22,Solution Oriented,Children's Fund,Fund-Performance-26-Feb-2026--1336 (7).xlsx,,,,,,,,,,,,,,,,,
HDFC Childrens Fund,NIFTY 50 Hybrid Composite Debt 65:35 Index,Very High,High,2026-02-24,289.949,323.161,8.010579,8.907424,10.931664,,,13.444069,14.382331,12.127134,,,13.153681,14.1062975,10.348652,,,14.395975,15.403988,12.76873,,,15.624695,15.09182,,11.428384,10397.65,Solution Oriented,Children's Fund,Fund-Performance-26-Feb-2026--1336 (7).xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Childrens Fund,NIFTY 50 Hybrid Composite Debt 65:35 Index,Very High,High,2026-02-24,326.19,360.21,13.603594,14.435937,10.931664,,,19.029526,19.906307,12.127134,,,14.323256,15.166297,10.348652,,,13.714083,14.585371,12.76873,,,15.284484,13.925487,,11.428384,1402.11,Solution Oriented,Children's Fund,Fund-Performance-26-Feb-2026--1336 (7).xlsx,,,,,,,,,,,,,,,,,
LIC MF Childrens Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,31.5892,35.3875,4.7453256,5.5911465,12.086305,,,11.049909,11.842545,14.037134,,,8.270431,9.102736,11.431542,,,9.044345,10.00341,13.395482,,,4.8319354,9.805878,,12.124771,14.9,Solution Oriented,Children's Fund,Fund-Performance-26-Feb-2026--1336 (7).xlsx,,,,,,,,,,,,,,,,,
SBI Childrens Fund - Investment Plan,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,43.4694,46.5554,16.28182,17.454102,12.086305,,,22.287762,23.674994,14.037134,,,26.19506,27.767048,11.431542,,,,,,,,31.22076,32.895466,14.675894,14.675894,5346.04,Solution Oriented,Children's Fund,Fund-Performance-26-Feb-2026--1336 (7).xlsx,,,,,,,,,,,,,,,,,
SBI Childrens Fund - Savings Plan,Nifty 50 Hybrid Composite Debt 15:85 Conservative Index,Moderately High,Moderately High,2026-02-24,111.1606,121.4452,7.209398,7.616959,6.55245,,,12.499545,12.898537,8.374859,,,11.293004,11.718647,7.1170554,,,11.759388,12.4359665,8.776151,,,10.514109,11.920516,8.958599,8.535436,133.57,Solution Oriented,Children's Fund,Fund-Performance-26-Feb-2026--1336 (7).xlsx,,,,,,,,,,,,,,,,,
Tata Childrens Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,58.6573,65.4722,6.3840632,6.9660373,14.931403,,,12.541974,13.133743,17.88852,,,11.575922,12.237351,14.494172,,,11.600784,12.486729,16.07746,,,12.538418,11.904837,,13.972843,347.85,Solution Oriented,Children's Fund,Fund-Performance-26-Feb-2026--1336 (7).xlsx,,,,,,,,,,,,,,,,,
UTI Childrens Equity Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,83.0961,92.8808,9.335823,10.488068,14.931403,,,13.57615,14.792005,17.88852,,,10.7524185,11.937175,14.494172,,,13.781899,14.867638,16.07746,,,10.102779,13.256624,14.587305,13.972843,1141.94,Solution Oriented,Children's Fund,Fund-Performance-26-Feb-2026--1336 (7).xlsx,,,,,,,,,,,,,,,,,
UTI Childrens Hybrid Fund,CRISIL Short Term Debt Hybrid 60+40 Index,High,Moderately High,2026-02-24,40.4227,41.3732,6.888874,7.0729446,10.547871,,,9.663448,9.880118,11.624251,,,8.586893,8.809004,9.6186285,,,8.982905,9.198423,11.125256,,,9.340287,9.700353,,10.532706,4450.0,Solution Oriented,Children's Fund,Fund-Performance-26-Feb-2026--1336 (7).xlsx,,,,,,,,,,,,,,,,,
Union Childrens Fund,BSE 500 TRI,Very High,Very High,2026-02-24,12.52,12.88,15.925926,17.09091,14.689441,,,,,,,,,,,,,,,,,,10.826491,12.272863,10.097249,10.097249,82.65,Solution Oriented,Children's Fund,Fund-Performance-26-Feb-2026--1336 (7).xlsx,,,,,,,,,,,,,,,,,
Aditya Birla Sun Life Retirement Fund - The 30s Plan,Nifty 500 TRI,Very High,Very High,2026-02-24,20.358,22.634,19.781124,21.316397,14.931403,,,16.754072,18.302654,17.88852,,,10.20544,11.768058,14.494172,,,,,,,,10.746643,12.444798,15.222019,15.222019,423.71,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
Aditya Birla Sun Life Retirement Fund - The 40s Plan,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,19.147,21.237,13.055031,14.608743,12.086305,,,14.729345,16.331718,14.037134,,,9.102385,10.671037,11.431542,,,,,,,,9.775697,11.420875,12.794501,12.794501,115.05,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
Aditya Birla Sun Life Retirement Fund - The 50s Plan,CRISIL Short Term Debt Hybrid 75+25 Index,Moderately High,Moderate,2026-02-24,14.966,16.4672,8.653986,10.135971,9.363162,,,8.865453,10.315513,10.137448,,,6.0128536,7.4440584,8.444494,,,,,,,,5.9602647,7.424648,9.43899,9.43899,26.59,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
Aditya Birla Sun Life Retirement Fund - The 50s Plus - Debt Plan,CRISIL Short Term Bond Index,Moderate,Moderate,2026-02-24,13.4337,14.6747,4.5603137,5.653191,7.3402486,,,5.42499,6.6336083,7.6229844,,,4.214923,5.4862366,6.434608,,,,,,,,4.329547,5.661628,7.139235,7.139235,16.18,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
Axis Retirement Fund - Aggressive Plan,CRISIL Hybrid 25+75 - Aggressive Index,Very High,High,2026-02-24,18.34,20.14,9.231686,10.598572,12.941845,,,14.4469185,15.962883,15.002602,,,8.830626,10.430792,12.194775,,,,,,,,10.3005905,11.9825735,13.720161,13.720161,736.89,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
Axis Retirement Fund - Conservative Plan,CRISIL Hybrid 75+25 - Conservative Index,High,Moderately High,2026-02-24,16.1652,17.7733,7.394268,8.581675,8.584641,,,9.925227,11.39046,10.1019745,,,6.935762,8.524996,8.275303,,,,,,,,8.07285,9.742381,9.284992,9.284992,50.17,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
Axis Retirement Fund - Dynamic Plan,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,19.44,21.44,9.459459,10.743802,12.086305,,,15.383885,16.943993,14.037134,,,9.9228325,11.620729,11.431542,,,,,,,,11.344052,13.120587,12.906031,12.906031,297.09,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
Bandhan Retirement Fund,CRISIL Hybrid 50+50 - Moderate Index,Very High,High,2026-02-24,12.667,13.175,9.443581,11.256544,10.787548,,,,,,,,,,,,,,,,,,10.47773,12.323922,11.131598,11.131598,185.44,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
Baroda BNP Paribas Retirement Fund,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,11.3616,11.7059,12.569107,14.237338,12.086305,,,,,,,,,,,,,,,,,,7.66316,9.515691,7.450247,7.450247,396.48,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
Franklin India Retirement Fund,CRISIL Short Term Debt Hybrid 60+40 Index,Moderately High,Moderately High,2026-02-24,219.6571,241.8765,6.941243,7.783058,10.547871,,,10.422257,11.273319,11.624251,,,8.000941,8.838154,9.6186285,,,8.8041725,9.636042,11.125256,,,11.272998,10.084116,,10.555573,510.5,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
HDFC Retirement Savings Fund - Equity Plan,Nifty 500 TRI,Very High,Very High,2026-02-24,50.656,57.73,11.282952,12.41797,14.931403,,,17.347788,18.613155,17.88852,,,17.600357,18.95499,14.494172,,,,,,,,17.61458,19.160503,16.100555,16.100555,7010.8,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
HDFC Retirement Savings Fund - Hybrid- Equity Plan,NIFTY 50 Hybrid Composite Debt 65:35 Index,Very High,High,2026-02-24,38.743,44.274,9.685182,10.917928,10.931664,,,13.833522,15.147425,12.127134,,,12.347524,13.707122,10.348652,,,,,,,,14.499401,16.037184,12.769237,12.769237,1712.88,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
HDFC Retirement Savings Fund - Hybrid-Debt Plan,Nifty 50 Hybrid Composite Debt 15:85 Conservative Index,Moderately High,Moderately High,2026-02-24,21.9293,24.8998,6.739451,7.9011116,6.55245,,,8.589382,9.802303,8.374859,,,7.422243,8.681157,7.1170554,,,,,,,,8.143368,9.525015,8.788598,8.788598,160.46,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Retirement Fund - Hybrid Aggressive Plan,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,27.0,30.08,19.787045,21.535353,12.086305,,,22.862288,24.601051,14.037134,,,16.071999,17.73666,11.431542,,,,,,,,15.251748,17.04481,13.199268,13.199268,1122.97,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Retirement Fund - Hybrid Conservative Plan,Nifty 50 Hybrid Composite Debt 15:85 Conservative Index,Moderately High,Moderately High,2026-02-24,18.0421,19.7946,11.003716,12.408005,6.55245,,,12.018379,13.288658,8.374859,,,8.342557,9.599607,7.1170554,,,,,,,,8.799469,10.250459,8.648543,8.648543,92.65,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Retirement Fund - Pure Debt Plan,Nifty Composite Debt Index,Moderate,Moderate,2026-02-24,15.3859,16.7932,5.263194,6.224896,5.237657,,,6.3212614,7.3299117,7.2152557,,,5.1810555,6.2752914,6.102683,,,,,,,,6.351179,7.6897864,7.398948,7.398948,85.92,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Retirement Fund - Pure Equity Plan,Nifty 500 TRI,Very High,Very High,2026-02-24,33.91,37.68,23.309092,24.933687,14.931403,,,26.476887,28.202623,17.88852,,,21.255093,22.920004,14.494172,,,,,,,,19.066826,20.874247,15.870994,15.870994,1749.53,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
Nippon India Retirement Fund - Income Generation Scheme,CRISIL Hybrid 85+15 - Conservative Index,Moderately High,Moderately High,2026-02-24,20.2286,23.1843,4.5751567,5.7436714,7.691064,,,8.125139,9.300203,9.1015005,,,6.271919,7.4497967,7.4618454,,,7.4373045,8.740964,9.0007305,,,6.5871058,7.911487,8.42851,8.42851,145.66,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
Nippon India Retirement Fund - Wealth Creation Scheme,BSE 500 TRI,Very High,Very High,2026-02-24,28.8321,32.6675,12.74871,13.822455,14.689441,,,18.302322,19.443386,17.564163,,,14.684749,15.824216,14.380484,,,12.804763,14.036519,16.13053,,,10.06291,11.314642,12.758174,12.758174,3158.12,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
PGIM India Retirement Fund,BSE 500 TRI,Very High,Very High,2026-02-24,11.55,11.91,10.526316,12.358491,14.689441,,,,,,,,,,,,,,,,,,8.041798,9.836517,7.9526663,7.9526663,95.84,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
SBI Retirement Benefit Fund - Aggressive Hybrid Plan,CRISIL Hybrid 35+65 - Aggressive Index,Very High,High,2026-02-24,19.1904,20.3409,12.649467,13.790152,12.086305,,,13.159684,14.353494,14.037134,,,13.76862,15.085349,11.431542,,,,,,,,13.803405,15.125427,11.306823,11.306823,1648.38,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
SBI Retirement Benefit Fund - Aggressive Plan,BSE 500 TRI,Very High,Very High,2026-02-24,19.9373,21.2464,11.171022,12.335764,14.689441,,,13.269978,14.554804,17.564163,,,14.597044,16.04724,14.380484,,,,,,,,14.668646,16.124392,14.303427,14.303427,3095.87,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
SBI Retirement Benefit Fund - Conservative Hybrid Plan,CRISIL Hybrid 65+35 - Conservative Index,High,High,2026-02-24,15.6082,16.0888,6.996353,7.5253296,,,,9.458273,10.019401,,,,9.211688,9.866784,,,,,,,,,9.233366,9.8924885,,,270.43,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
SBI Retirement Benefit Fund - Conservative Plan,CRISIL Hybrid 85+15 - Conservative Index,Moderately High,Moderately High,2026-02-24,14.3888,14.752,5.874735,6.359815,7.691064,,,8.1569395,8.663463,9.1015005,,,7.481476,8.011072,7.4618454,,,,,,,,7.484853,8.017689,7.340435,7.340435,163.59,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
Tata Retirement Savings Fund - Conservative Plan,CRISIL Short Term Debt Hybrid 75+25 Index,Moderately High,Moderate,2026-02-24,31.7523,37.4454,6.301996,7.5692677,9.363162,,,8.477442,9.761822,10.137448,,,6.2756896,7.5369115,8.444494,,,8.211022,9.599763,9.742619,,,8.399037,9.642701,9.6189575,9.511229,168.61,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
Tata Retirement Savings Fund - Moderate Plan,CRISIL Hybrid 25+75 - Aggressive Index,Very High,High,2026-02-24,62.8895,75.527,8.77958,10.30622,12.941845,,,14.708732,16.326653,15.002602,,,10.856994,12.446778,12.194775,,,13.14141,14.707913,14.193011,,,13.695472,14.926311,12.76443,12.640629,2083.64,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
Tata Retirement Savings Fund - Progressive Plan,Nifty 500 TRI,Very High,Very High,2026-02-24,63.066,77.2625,8.659358,10.2551365,14.931403,,,15.772375,17.47615,17.88852,,,11.12776,12.80614,14.494172,,,14.368815,16.080006,16.07746,,,13.717716,15.002015,14.0026455,13.934018,2029.41,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
UTI Retirement Fund,CRISIL Short Term Debt Hybrid 60+40 Index,High,Moderately High,2026-02-24,50.5723,54.7645,8.498637,9.137415,10.547871,,,12.19992,12.903005,11.624251,,,10.915092,11.640277,9.6186285,,,10.191397,10.8894,11.125256,,,10.369981,10.31777,,10.532706,4734.22,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
Union Retirement Fund,BSE 500 TRI,Very High,Very High,2026-02-24,16.13,16.94,17.995611,19.632769,14.689441,,,18.292854,19.911808,17.564163,,,,,,,,,,,,,14.969005,16.624363,13.716579,13.716579,196.74,Solution Oriented,Retirement Fund,Fund-Performance-26-Feb-2026--1336 (8).xlsx,,,,,,,,,,,,,,,,,
360 ONE ELSS Tax Saver Nifty 50 Index Fund,Nifty 50 TRI,Very High,Very High,2026-02-24,14.2466,14.3596,13.343516,13.6269045,13.989542,,,13.925443,14.210184,14.641217,,,,,,,,,,,,,11.84524,12.125072,12.568183,12.568183,77.34,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
360 ONE Gold ETF,Gold Index,High,High,2026-02-24,154.302,,,,,,,,,,,,,,,,,,,,,,,,,,147.8,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
360 ONE Silver ETF,Domestic Prices of physical Silver,Very High,Very High,2026-02-24,258.784,,,,,,,,,,,,,,,,,,,,,,,,,,54.24,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ANGEL ONE Gold ETF,Domestic price of Gold,High,High,2026-02-24,14.7624,,,,,,,,,,,,,,,,,,,,,,,,,,85.09,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
