scheme_name,benchmark,riskometer,riskometer_benchmark,nav_date,nav_regular,nav_direct,return_1y_regular,return_1y_direct,return_1y_benchmark,info_ratio_1y_regular,info_ratio_1y_direct,return_3y_regular,return_3y_direct,return_3y_benchmark,info_ratio_3y_regular,info_ratio_3y_direct,return_5y_regular,return_5y_direct,return_5y_benchmark,info_ratio_5y_regular,info_ratio_5y_direct,return_10y_regular,return_10y_direct,return_10y_benchmark,info_ratio_10y_regular,info_ratio_10y_direct,return_since_launch_regular,return_since_launch_direct,return_since_launch_benchmark,return_since_launch_direct_benchmark,aum_cr,category,sub_category,source_file,Return 7 Days (%) Regular,Return 7 Days (%) Direct,Return 7 Days (%) Benchmark,Return 15 Days (%) Regular,Return 15 Days (%) Direct,Return 15 Days (%) Benchmark,Return 1 Month (%) Regular,Return 1 Month (%) Direct,Return 1 Month (%) Benchmark,Return 3 Month (%) Regular,Return 3 Month (%) Direct,Return 3 Month (%) Benchmark,Return 6 Month (%) Regular,Return 6 Month (%) Direct,Return 6 Month (%) Benchmark,Previous Month Closing AUM (Cr.),Previous Month Average AUM (Cr.)
Axis Value Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,19.28,20.52,17.274939,18.956522,14.931403,0.8574590720081006,1.462275126772698,23.659283,25.39828,17.88852,1.344284705045287,1.712130915043937,,,,,,,,,,,15.983465,17.627903,11.572594,11.572594,1450.7,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
Bandhan Value Fund,BSE 500 TRI,Very High,Very High,2026-02-24,149.19,170.26,11.39817,12.585715,14.689441,-1.100200777109987,-0.7167171894822465,17.531145,18.791113,17.564163,-0.04520860771196274,0.2999703385538607,18.71586,20.003334,14.380484,0.7933385225547263,1.026500308532767,17.572931,18.830853,16.13053,0.2035813437394925,0.3689568388280133,16.219048,16.8202,11.679817,14.013504,10211.51,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
Baroda BNP Paribas Value Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,13.9556,14.4653,9.616457,10.793423,14.931403,-1.491269023762367,-1.16305679176648,,,,,,,,,,,,,,,,13.033102,14.533371,15.898964,15.898964,1106.06,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
Canara Robeco Value Fund,BSE 500 TRI,Very High,Very High,2026-02-24,18.16,19.48,11.960543,13.586006,14.689441,-0.9155717881711872,-0.3756335833880277,17.08157,18.843431,17.564163,-0.1566488211610912,0.3599558997945834,,,,,,,,,,,14.247166,16.050842,11.686685,11.686685,1306.82,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
DSP Value Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,23.098,24.045,16.321701,17.258364,14.931403,0.1726472667598606,0.3167986095071935,20.37087,21.312586,17.88852,0.3279408368169178,0.4731765639562324,16.376543,17.276033,14.494172,0.1728950944435832,0.2849586949086071,,,,,,17.427849,18.33682,16.37685,16.37685,1468.78,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
Groww Value Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,26.9113,32.3532,14.23714,15.850008,14.931403,-0.210333441663645,0.1739056624973713,17.210472,18.833298,17.88852,-0.1614607035053125,0.1831295187732868,13.229387,14.984424,14.494172,-0.2487553743179912,0.06412089294417479,11.848272,13.805818,16.07746,-0.6357462303590935,-0.3470833598743867,9.915426,11.865705,14.360438,14.360438,67.13,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
HDFC Value Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,762.054,855.469,18.034813,19.016806,14.931403,1.08826415441157,1.43943908014092,20.385546,21.401396,17.88852,0.7937017452461688,1.123623939639012,16.454779,17.485222,14.494172,0.5594403481093502,0.8615311102666082,16.013952,17.156702,16.07746,-0.0197894127707621,0.2697825504167821,14.460693,16.27073,,14.028745,7462.31,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
HSBC Value Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,114.0854,128.0853,21.069025,22.226028,14.931403,1.401619093810453,1.646559032616578,23.83889,25.028719,17.88852,1.152645347166732,1.36466153150232,20.037968,21.195314,14.494172,1.119969314193029,1.337863338321354,18.039087,19.143862,16.07746,0.4202711312938031,0.6295513196184197,16.27995,19.50986,12.096701,14.028745,14776.14,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Value Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,486.58,536.36,15.470229,16.070114,14.931403,0.04494652725157199,0.1737751735002889,20.762886,21.402586,17.88852,0.4839882062936809,0.6062996503208082,20.331387,20.980352,14.494172,0.8913573018682304,0.9937929285255758,17.290274,18.115833,16.07746,0.1256049825874503,0.2456604624035616,19.76435,18.414547,15.60639,14.028745,60780.04,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
ITI Value Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,16.9564,18.6245,17.111916,19.241825,14.931403,0.4794931521099423,0.9011595020872923,18.764517,20.990244,17.88852,0.2133252392869831,0.5620825332204495,,,,,,,,,,,11.887141,14.142681,13.350511,13.350511,345.91,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
JM Value Fund,BSE 500 TRI,Very High,Very High,2026-02-24,92.246,104.3595,5.885783,7.2345657,14.689441,-1.371493909726784,-1.146159608479874,19.426443,20.769659,17.564163,0.3163880980220774,0.4980148565408961,16.635487,17.73166,14.380484,0.4061197924182926,0.5772717554892206,18.063606,19.16901,16.13053,0.3513052779177491,0.513783196842023,15.923982,16.10488,,14.013504,880.8,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
LIC MF Value Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,24.8764,26.9512,14.444235,15.876777,14.931403,0.009665037609837276,0.1723133760821507,16.39252,17.585638,17.88852,-0.1295772993593697,0.02263401687684865,13.573246,14.667188,14.494172,-0.09581016446188746,0.07629461855069056,,,,,,12.882726,14.09157,13.308873,13.308873,199.6,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
Mahindra Manulife Value Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,12.008,12.2223,,,,,,,,,,,,,,,,,,,,,,,,,699.76,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
Nippon India Value Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,229.2734,252.1412,13.975641,14.822947,14.931403,-0.3050049835666083,-0.02660571175154322,23.269691,24.156818,17.88852,1.34922557734429,1.559263865173654,18.687794,19.528105,14.494172,1.086175792304976,1.29315167148055,17.82301,18.6678,16.07746,0.3893493917360482,0.5652824639352297,16.312494,16.300255,14.2952585,13.972843,9086.81,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
Quant Value Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,19.478,20.8842,11.571905,13.329246,14.931403,-0.3406545986254947,-0.1236288350137105,21.960333,23.836876,17.88852,0.4856684837482373,0.6653239963497876,,,,,,,,,,,17.034863,18.975624,12.685977,12.685977,1616.73,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
Quantum Value Fund,BSE 500 TRI,Very High,Very High,2026-02-24,123.13,129.36,5.7363677,6.7855372,14.689441,-2.250563165186585,-1.984623187738496,16.47025,17.493444,17.564163,-0.2711283441593295,-0.06487952168138718,13.060162,13.878723,14.380484,-0.3196731086133889,-0.1458871935850089,,13.923975,16.13053,,-0.4304647633920863,11.03461,13.679337,14.0533695,,1162.4,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
Sundaram Value Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,223.987,238.0398,13.28449,13.882217,14.931403,-0.4946908873261893,-0.3337683633710858,14.318619,14.945101,17.88852,-1.011560779980028,-0.842176756943667,12.583012,13.222792,14.494172,-0.5627734449589715,-0.3863223397170426,13.697106,14.278518,16.07746,-0.5917711056218805,-0.4503772517100967,15.556008,12.821952,14.312451,13.972843,1402.76,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
Tata Value Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,354.2065,401.2485,14.835226,15.967607,14.931403,-0.01413678224842501,0.2236776402127129,20.234173,21.41325,17.88852,0.4668938708895429,0.6776949645322395,16.325003,17.498972,14.494172,0.3830343631709331,0.6165157709744976,16.956036,18.205563,16.07746,0.1718248912589345,0.4116184260308954,17.893288,16.985445,15.844788,13.972843,8818.41,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
Templeton India Value Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,731.9343,822.092,13.091623,14.424663,14.931403,-0.468964648351883,-0.1633322854948047,18.357035,19.788513,17.88852,0.08251228851330694,0.4070500991076433,17.629627,18.934383,14.494172,0.5904997872605946,0.833464634899852,16.388287,17.512012,16.07746,0.06420708990126797,0.2416887476775042,17.268383,15.327549,15.960554,14.028745,2265.64,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
UTI Value Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,169.5668,186.3259,11.765563,12.50871,14.931403,-1.117076169698794,-0.8606950294970588,18.722862,19.541515,17.88852,0.2065762114407175,0.4428076448867141,15.160817,15.975885,14.494172,0.1422329218639807,0.3598833119729417,15.602753,16.421286,16.07746,-0.1458258389470002,0.05508709058695733,14.680642,14.194992,14.005163,13.972843,9834.72,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
Union Value Fund,BSE 500 TRI,Very High,Very High,2026-02-24,28.91,30.91,17.568117,19.021948,14.689441,0.7445125963034819,1.101198762885257,19.319439,20.62974,17.564163,0.4485275370862843,0.7661801402335089,15.663919,16.805695,14.380484,0.3241139291836042,0.603264181727106,,,,,,15.822176,16.899128,15.227241,15.227241,375.35,Equity,Value Fund,Fund-Performance-26-Feb-2026--1323 (5).xlsx,,,,,,,,,,,,,,,,,
Aditya Birla Sun Life ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,61.39,68.81,17.022493,17.865707,14.931403,0.6635502666432861,0.9414416523780038,16.181356,17.049456,17.88852,-0.5510309140652913,-0.2909122872196754,9.341768,10.193769,14.494172,-1.295654200996769,-1.087628603318088,12.309266,13.317232,16.07746,-0.7562380985829829,-0.5660095330355145,10.619044,14.1703825,11.666122,13.972843,14923.61,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Axis ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,96.4166,109.3681,11.658938,12.476269,14.931403,-1.189501386116406,-0.8992634882107561,15.881693,16.74099,17.88852,-0.3931676345963905,-0.2353415597922224,9.312924,10.167934,14.494172,-0.878216052003719,-0.7318010875538303,13.480805,14.485089,16.07746,-0.4251890794362291,-0.265877264971893,15.046563,16.289204,12.2266035,13.972843,33648.7,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Bajaj Finserv ELSS Tax Saver Fund,BSE 500 TRI,Very High,Very High,2026-02-24,11.216,11.433,12.272272,14.2957115,14.689441,-0.6282205604334873,-0.1408177680043541,,,,,,,,,,,,,,,,11.307382,13.3164015,9.847715,9.847715,76.04,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Bandhan ELSS Tax saver Fund,BSE 500 TRI,Very High,Very High,2026-02-24,155.12,179.345,13.449864,14.69785,14.689441,-0.4693823711501933,-0.04849351865663165,16.19487,17.49167,17.564163,-0.4535820227737474,-0.079271273278671,15.668247,16.9903,14.380484,0.2920634316432814,0.5988758939939158,16.730581,18.073042,16.13053,0.1121631196735569,0.3728615740881364,17.307087,17.143461,16.202206,14.013504,7106.31,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Bank of India ELSS Tax Saver,BSE 500 TRI,Very High,Very High,2026-02-24,161.2,189.11,14.667805,16.061127,14.689441,0.05178784375527475,0.2838403684743973,18.544691,19.870218,17.564163,0.2115032135740663,0.3835063658986024,15.507113,16.797098,14.380484,0.2224243960225932,0.4079068580188381,17.468231,18.868395,16.13053,0.1971765955710824,0.383103138723871,17.757114,17.17974,16.843752,14.013504,1393.69,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Baroda BNP Paribas ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,97.6512,110.8683,15.637586,17.04537,14.931403,0.1726924209880052,0.536290675173799,19.806332,21.25236,17.88852,0.4499515158654751,0.7757710219792145,13.44841,14.848342,14.494172,-0.259472625665665,0.08479757402437667,14.141417,15.469826,16.07746,-0.4531299738717555,-0.1653800116287519,11.973137,15.305543,12.952935,13.972843,914.96,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Canara Robeco ELSS Tax Saver Fund,BSE 500 TRI,Very High,Very High,2026-02-24,178.0,200.29,14.668556,15.989113,14.689441,-0.04640561824741643,0.4920775716010561,16.068098,17.414822,17.564163,-0.5707940118394559,-0.09202640049199753,13.011446,14.402405,14.380484,-0.4720106769895041,-0.02524015953784935,16.392748,17.608126,16.13053,0.0237590153562726,0.3002047542343135,18.08658,15.501409,16.604887,14.013504,8869.41,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
DSP ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,143.791,160.587,15.452122,16.535439,14.931403,0.1256365549176189,0.4784337295904955,20.954283,22.072346,17.88852,0.9317662675257431,1.269168851006572,16.904793,18.004786,14.494172,0.6471333189545787,0.946330402363976,17.74815,18.891676,16.07746,0.415592081345776,0.7009598637792332,14.965212,17.56072,11.824934,14.028745,17370.92,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Edelweiss ELSS Tax saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,113.47,135.53,16.391424,18.315145,14.931403,0.5926830677077606,1.361398325041218,17.397108,19.345778,17.88852,-0.1695447307076961,0.5194303676601368,13.515615,15.426726,14.494172,-0.3154721722199327,0.2930165931403887,13.798884,15.5399275,16.07746,-0.6219986553175268,-0.1597983271830987,15.201346,15.049636,15.703887,14.140263,442.44,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Franklin India ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,1460.2171,1635.7325,10.243829,11.106609,14.931403,-1.659933413560038,-1.358800128541579,18.748259,19.710268,17.88852,0.2264528800693529,0.5171980135126754,15.392404,16.33772,14.494172,0.2327679743067841,0.4915343569359653,14.522375,15.554176,16.07746,-0.377570402538235,-0.1365824853076498,20.357708,15.609622,15.615041,14.028745,6454.59,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Groww ELSS Tax Saver Fund,BSE 500 TRI,Very High,Very High,2026-02-24,19.55,22.37,10.890528,12.525151,14.689441,-1.037388548569822,-0.6008747743932892,14.262996,16.069347,17.564163,-0.7554362422106666,-0.3369516096060184,10.959216,12.79175,14.380484,-0.7820921266657402,-0.3694680468918154,,,,,,8.55769,10.364199,12.97365,12.97365,51.55,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
HDFC ELSS Tax saver,Nifty 500 TRI,Very High,Very High,2026-02-24,1435.523,1556.004,14.407367,15.122432,14.931403,-0.1744533100060945,-0.01036843934868237,21.614668,22.356329,17.88852,0.6731688817865948,0.8149997748318197,19.309612,20.033833,14.494172,0.941797379506047,1.087481089562994,16.391048,17.129868,16.07746,0.0449668847088578,0.1797312683428129,18.058664,15.03616,,14.028745,16869.66,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
HSBC ELSS Tax saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,134.5788,147.3342,14.41421,15.287502,14.931403,-0.03615790287775625,0.1581356603156835,19.999413,20.933945,17.88852,0.466263863466747,0.6400899160001797,15.048465,15.940968,14.494172,0.1637214655176348,0.3387129446306044,15.184424,16.01618,16.07746,-0.1742389636733295,-0.006698863040081529,13.876307,14.916467,12.747669,14.028745,4023.95,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,943.21,1050.95,14.280003,15.001204,14.931403,-0.2354579954577982,-0.02659802185979648,17.291986,18.020329,17.88852,-0.191819421607099,-0.0266854092611435,13.995249,14.739815,14.494172,-0.1705530430782835,0.01062799022811563,14.812201,15.760299,16.07746,-0.2890327987639816,-0.1016607042496203,18.688782,15.433503,14.37443,14.028745,14437.41,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
ITI ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,23.2871,26.4193,11.359191,13.42309,14.931403,-0.4413429481877333,-0.1377713950805576,18.863022,21.042528,17.88852,0.213053019824896,0.5329805515257805,12.646999,14.84105,14.494172,-0.247855473961448,0.08356014608633996,,,,,,14.21746,16.506796,16.353617,16.353617,418.08,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Invesco India ELSS Tax Saver Fund,BSE 500 TRI,Very High,Very High,2026-02-24,118.84,141.53,7.528049,8.743757,14.689441,-1.617770603909911,-1.328918068074759,16.236904,17.583279,17.564163,-0.2759088336386156,0.01402395707201797,11.61611,12.956252,14.380484,-0.6093419759642691,-0.3089661324209937,14.571004,16.099365,16.13053,-0.3596936430913021,-0.01487317289867133,13.782548,16.128815,12.074822,14.013504,2624.89,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
JM ELSS Tax Saver Fund,BSE 500 TRI,Very High,Very High,2026-02-24,47.4809,54.6612,10.008294,11.463388,14.689441,-0.9773548262365767,-0.6568667892921433,18.89688,20.31709,17.564163,0.2815369158263425,0.5212186267556754,14.953163,16.170214,14.380484,0.1486061832119785,0.3807489971213793,17.03105,18.282244,16.13053,0.1905141801051526,0.4069763244243219,8.879922,16.636082,11.445277,14.013504,220.86,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Kotak ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,116.465,137.358,14.194807,15.489973,14.931403,-0.2841945329751643,0.1811362318818198,16.306097,17.68911,17.88852,-0.4671070244853911,-0.05967626204100888,14.669085,16.113249,14.494172,0.03642323406409085,0.4281045265220996,16.07168,17.558706,16.07746,-0.0310139803974452,0.3317449105851372,12.8765135,15.590656,13.515096,13.972843,6374.42,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
LIC MF ELSS Tax Saver,Nifty 500 TRI,Very High,Very High,2026-02-24,149.4959,171.8818,8.164275,9.44372,14.931403,-1.726164344092928,-1.398471863655115,15.674926,17.02743,17.88852,-0.496218937123337,-0.2092552101644627,12.583086,13.902927,14.494172,-0.4471428554294887,-0.1591593306776876,14.005711,15.314705,16.07746,-0.4492258078049465,-0.1903334176418741,9.456773,14.138941,13.775743,13.972843,1054.87,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Mahindra Manulife ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,28.4541,33.6863,12.828027,14.582759,14.931403,-0.7615382850628287,-0.158859359411131,14.637922,16.457024,17.88852,-1.055515430799959,-0.4854859470733507,13.784753,15.651373,14.494172,-0.2539179469819462,0.3017158726821443,,,,,,11.82153,13.856662,14.088344,14.088344,942.74,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Mirae Asset ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,49.922,56.809,17.25936,18.38908,14.931403,0.9389642388191871,1.401767658132991,17.888021,19.052145,17.88852,-0.02169600401048804,0.3654562660444366,14.265264,15.510975,14.494172,-0.1014309949838168,0.3117084951928189,18.893087,20.40698,16.07746,0.807923725063016,1.229419869838335,17.133568,18.63194,14.300351,14.300351,26370.22,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Motilal Oswal ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,48.5252,55.9877,11.561417,12.878655,14.931403,-0.1899456042365279,-0.07232665763851459,21.897501,23.35394,17.88852,0.4403974907848457,0.5680272699643953,16.770864,18.195402,14.494172,0.3040482695536644,0.4552556109043626,17.343891,18.863077,16.07746,0.188273985048659,0.3662371440148798,15.289892,16.785095,12.530649,12.530649,4188.55,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
NJ ELSS Tax Saver Scheme,Nifty 500 TRI,Very High,Very High,2026-02-24,13.71,14.38,5.1380367,6.9144983,14.931403,-1.370155373516731,-1.105968531546978,,,,,,,,,,,,,,,,12.416998,14.424306,15.571814,15.571814,316.52,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Navi ELSS Tax Saver Fund,BSE 100 TRI,Very High,Very High,2026-02-24,28.5743,34.2578,9.622459,11.698441,14.574032,-0.9980966266633847,-0.5669361828791537,12.505546,14.646923,16.057014,-0.6764875512339871,-0.2690600953963515,10.191851,12.308827,13.392057,-0.6567019802331168,-0.2222780135901321,12.023151,14.044126,15.635463,-0.6246076144825451,-0.2855734629499744,10.884853,12.882154,13.981386,13.981386,49.86,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Nippon India ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,130.3326,143.6421,16.566557,17.362232,14.931403,0.5690970524229372,0.8421753620450612,18.85531,19.656336,17.88852,0.3078002052042548,0.5459108174484598,15.804224,16.608662,14.494172,0.428929575878743,0.6785930802271286,13.124598,13.985402,16.07746,-0.4371134619993073,-0.2950596770524506,13.383426,14.258168,13.387104,13.972843,15041.22,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
PGIM India ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,33.76,39.0,8.066582,9.735509,14.931403,-2.120425832872334,-1.606559166466641,11.864068,13.562534,17.88852,-1.557733778958864,-1.119956125298444,12.450065,14.076805,14.494172,-0.5320893268221665,-0.1399557453667726,14.058703,15.70219,16.07746,-0.5219930817134795,-0.1311843959341012,12.650904,14.253573,14.70149,14.70149,733.68,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Parag Parikh ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,30.7502,33.2663,5.7893033,6.951495,14.931403,-1.596359041311065,-1.391862507231925,15.641159,16.912048,17.88852,-0.4091150540372651,-0.2087814107503292,16.184221,17.5708,14.494172,0.189093261678986,0.3915660230543864,,,,,,18.570807,19.993385,16.388248,16.388248,5780.05,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Quant ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,370.8173,417.4351,16.495575,17.750212,14.931403,0.2852697191717045,0.4642428391666057,18.411871,19.706808,17.88852,0.1303417897925837,0.3036436623678312,19.665348,21.346489,14.494172,0.6493436416980515,0.832560565614235,21.187227,22.518179,16.07746,0.5511129001184685,0.6821997453535484,14.957498,19.735672,13.324069,13.965852,12248.19,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Quantum ELSS Tax Saver Fund,BSE 500 TRI,Very High,Very High,2026-02-24,122.35,129.17,5.8391004,7.0794992,14.689441,-2.23834815733002,-1.921543075433485,16.303623,17.514544,17.564163,-0.3077725839541294,-0.06272629017325435,13.086776,14.014539,14.380484,-0.3193158404385384,-0.1229099766102067,,14.041089,16.13053,,-0.4120484102738213,11.076867,16.055098,14.0533695,15.988621,218.51,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
SBI ELSS Tax Saver Fund,BSE 500 TRI,Very High,Very High,2026-02-24,445.6308,483.4443,12.505301,13.222385,14.689441,-0.782263378702216,-0.5418760485665848,24.002436,24.838213,17.564163,1.557245493224166,1.757806703178938,19.293789,20.072083,14.380484,1.154574488259052,1.337481850947108,16.63023,17.392239,16.13053,0.08098801645858515,0.2508959949138475,12.222828,16.098026,,14.013504,32228.42,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Samco ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,12.35,12.93,7.5783973,9.113924,14.931403,-0.7742367795450845,-0.5884960814367385,7.210864,8.753741,17.88852,-1.075849242327891,-0.9027580345038415,,,,,,,,,,,6.8669667,8.421411,14.915502,14.915502,109.96,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Shriram ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,21.0063,23.8185,9.6762905,11.448785,14.931403,-1.487770730461561,-0.9788848421121014,11.729879,13.575455,17.88852,-0.9797695617059637,-0.6675691177751029,9.493874,11.375241,14.494172,-0.9596249722081471,-0.5859871000956358,,,,,,11.040222,13.026135,15.58264,15.58264,47.69,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
Sundaram ELSS Tax Saver Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,516.0304,553.4998,13.568051,14.178664,14.931403,-0.4470011760038802,-0.2721852470770058,16.193945,16.827734,17.88852,-0.5478085959174478,-0.363731946392204,13.896838,14.532107,14.494172,-0.2031872619282511,-0.02475451328868049,15.946863,16.574587,16.07746,-0.03235326505873416,0.1257465264889721,15.665083,15.171667,,13.972843,1359.49,Equity,ELSS,Fund-Performance-26-Feb-2026--1323 (6).xlsx,,,,,,,,,,,,,,,,,
