scheme_code,scheme_name,amc,scheme_type,scheme_category_full,category,sub_category
153072,BAJAJ FINSERV CONSUMPTION FUND - REGULAR - GROWTH,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153077,Shriram Multi Sector Rotation Fund - Regular Plan Growth Option,Shriram Asset Management Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153080,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153085,Axis Momentum Fund - Regular Plan - Growth Option,Axis Asset Management Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153087,UTI Nifty Alpha Low-Volatility 30 Index Fund - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153088,UTI Nifty Midcap 150 Index Fund - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153091,Samco Arbitrage Fund - Regular Plan - Growth,Samco Asset Management Private Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
153093,Samco Multi Asset Allocation Fund - Regular Plan - Growth,Samco Asset Management Private Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Hybrid,Multi Asset Allocation
153095,Quantum Ethical Fund - Regular Plan Growth Option,Quantum Asset Management Company Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153096,HDFC Nifty India Digital Index Fund - Growth Option - Regular,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153104,Franklin India Long Duration Fund - Growth,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
153107,Mirae Asset Long Duration Fund - Regular Plan - Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
153111,Union Active Momentum Fund - Regular Plan - Growth Option,Union Asset Management Company Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153113,Bandhan Nifty 200 Quality 30 Index Fund - Regular Plan - Growth,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153130,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Regular - Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153116,Kotak Transportation & Logistics Fund-Regular-Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153122,DSP Business Cycle Fund - Regular - Growth,DSP Asset Managers Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153127,Aditya Birla Sun Life Conglomerate Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153134,Tata BSE Select Business Groups Index Fund - Regular Growth,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153137,Motilal Oswal Nifty Capital Market Index Fund - Regular Plan - Growth,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153140,Bank of India Consumption Fund - Regular - Growth,Bank of India Investment Managers Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153145,Kotak Nifty 100 Equal Weight Index Fund - Regular Plan - Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153148,Kotak Nifty 50 Equal Weight Index Fund - Regular Plan - Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153153,SBI Quant Fund- Regular Plan- Growth,SBI Funds Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153155,BAJAJ FINSERV HEALTHCARE FUND - REGULAR - GROWTH,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153162,ICICI Prudential Nifty 500 Index Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153174,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - Growth option,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153177,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months Debt Index Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153180,Edelweiss BSE Capital Markets & Insurance  ETF - Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Other  ETFs,Other,Other  ETFs
153181,ICICI Prudential Rural Opportunities Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153188,Motilal Oswal Arbitrage Fund-Regular Plan-Growth,Motilal Oswal Asset Management Company Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
153190,WhiteOak Capital Quality Equity Fund Regular Plan Growth,WhiteOak Capital Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153194,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Regular Plan - Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
153198,Mirae Asset Small Cap Fund - Regular Plan - Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
153202,BAJAJ FINSERV ELSS TAX SAVER FUND - REGULAR - GROWTH,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - ELSS,Equity,ELSS
153205,UTI Quant Fund - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153211,Bajaj Finserv Gilt Fund - Regular - Growth,Bajaj Finserv Asset Management Limited,Open Ended,Debt Scheme - Gilt Fund,Debt,Gilt Fund
153212,Bandhan Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153255,Edelweiss Consumption Fund - Regular - Growth,Edelweiss Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153216,DSP BSE SENSEX Next 30 Index Fund - Regular - Growth,DSP Asset Managers Private Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153221,Kotak Nifty SmallCap 250 Index Fund- Regular - Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153226,Baroda BNP Paribas Energy Opportunities Fund - Regular Plan - Growth Option,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153232,Groww Nifty India Railways PSU Index Fund - Regular Plan - Growth,Groww Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153234,ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153238,Samco Large Cap Fund - Regular Plan - Growth Option,Samco Asset Management Private Limited,Open Ended,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
153240,Union Short Duration Fund - Regular Plan - Growth Option,Union Asset Management Company Private Limited,Open Ended,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
153245,Axis Nifty500 Momentum 50 Index Fund - Regular Plan - Growth Option,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153248,LIC MF Multi Asset Allocation Fund-Regular Plan-Growth,LIC Mutual Fund Asset Management Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Hybrid,Multi Asset Allocation
153253,SBI Nifty Bank Index Fund-Regular Plan- Growth,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153256,Motilal Oswal Innovation Opportunities Fund- Regular Plan- Growth,Motilal Oswal Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153263,ITI Bharat Consumption Fund - Regular Plan Plan - Growth,ITI Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153267,HSBC Financial Services Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153271,UTI Nifty India Manufacturing Index Fund - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153273,UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153276,Nippon India Active Momentum Fund - Regular Plan- Growth Option,Nippon Life India Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153284,Kotak BSE Sensex Index Fund - Regular - Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153288,Invesco India Business Cycle Fund - Regular Plan - Growth,Invesco Asset Management (India) Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153293,Bank of India Money Market Fund - Regular - Growth,Bank of India Investment Managers Private Limited,Open Ended,Debt Scheme - Money Market Fund,Debt,Money Market Fund
153307,BAJAJ FINSERV MULTI CAP FUND - REGULAR - GROWTH,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
153311,Kotak CRISIL - IBX AAA Bond Financial Services Index Dec 2026 Fund - Regular - Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153323,SBI Nifty IT Index Fund - Regular Plan - Growth,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153327,Helios Mid Cap Fund - Regular Plan - Growth Plan,Helios Capital Asset Management (India) Pvt. Ltd.,Open Ended,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
153342,Groww Nifty 200 ETF FOF - Regular - Growth,Groww Asset Management Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
153331,ANGEL ONE NIFTY TOTAL MARKET INDEX FUND REGULAR PLAN GROWTH OPTION,Angel One Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153334,Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Regular Plan - Growth Option,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153338,Union Gold ETF Fund of Fund - Regular Plan - Growth Option,Union Asset Management Company Private Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
153347,DSP Nifty Private Bank Index Fund - Regular - Growth,DSP Asset Managers Private Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153349,Bandhan Nifty Next 50 Index Fund - Regular Plan - Growth,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153351,KOTAK NIFTY COMMODITIES INDEX FUND-REGULAR GROWTH,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153356,WhiteOak Capital Equity Savings Fund Regular Plan Growth,WhiteOak Capital Asset Management Limited,Open Ended,Hybrid Scheme - Equity Savings,Hybrid,Equity Savings
153365,Motilal Oswal Active Momentum Fund- Regular- Growth,Motilal Oswal Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153371,Franklin India Low Duration Fund-Growth,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
153375,Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Regular-Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153378,ICICI Prudential BSE Liquid Rate ETF - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Other  ETFs,Other,Other  ETFs
153382,Mirae Asset BSE 200 Equal Weight ETF Fund of Fund - Regular Plan - Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
153387,Mirae Asset BSE Select IPO ETF Fund of Fund - Regular Plan - Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
153391,Bandhan CRISIL-IBX 10 90 Gilt Plus SDL Index - Dec 2029 Fund-Regular Plan-Growth,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153396,ICICI Prudential Nifty EV & New Age Automotive ETF FOF - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
153399,KOTAK NIFTY MIDCAP 150 INDEX FUND-REGULAR PLAN-GROWTH,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153404,HDFC Nifty Top 20 Equal Weight Index Fund - Regular Growth,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153408,Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - Growth,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153409,ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153419,Edelweiss Low Duration Fund - Regular Plan Growth,Edelweiss Asset Management Limited,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
153425,Tata BSE Quality Index Fund Regular plan Growth Option,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153428,quant Arbitrage Fund - Growth Option - Regular Plan,quant Money Managers Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
153434,SBI BSE PSU BANK INDEX FUND- Regular Plan- Growth,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153441,UTI Income Plus Arbitrage Active Fund of Fund - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
153445,Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153449,Kotak Energy Opportunities Fund-Regular-Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153451,ANGEL ONE NIFTY 1D RATE LIQUID ETF - GROWTH,Angel One Asset Management Company Limited,Open Ended,Other Scheme - Other  ETFs,Other,Other  ETFs
153456,Groww Nifty 500 Momentum 50 ETF FOF - Regular Plan- Growth,Groww Asset Management Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
153459,ICICI Prudential Quality Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153463,Kotak Nifty Top 10 Equal Weight Index Fund-Regular Plan-Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153466,Canara Robeco Multi Asset Allocation Fund - Regular Plan - Growth,Canara Robeco Asset Management Company Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Hybrid,Multi Asset Allocation
153472,Nippon India Nifty 500 Quality 50 Index Fund - Regular Plan - Growth Option,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153475,Nippon India Nifty 500 Low Volatility 50 Index Fund - Regular Plan - Growth Option,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153503,Groww Gilt Fund - Regular - Growth,Groww Asset Management Limited,Open Ended,Debt Scheme - Gilt Fund,Debt,Gilt Fund
153480,Bajaj Finserv Nifty Next 50 Index Fund - Regular - Growth,Bajaj Finserv Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153482,Motilal Oswal Infrastructure Fund-Regular-Growth,Motilal Oswal Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153486,DSP Silver ETF Fund of Fund - Regular - Growth,DSP Asset Managers Private Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
153495,Edelweiss BSE Internet Economy Index Fund - Regular Plan - Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153500,SBI Income Plus Arbitrage Active FOF- Regular Plan- Growth,SBI Funds Management Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
153508,Bajaj Finserv Nifty 50 Index Fund - Regular - Growth,Bajaj Finserv Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153511,Tata Income Plus Arbitrage Active FOF - Regular Plan Growth Option,Tata Asset Management Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
153516,UTI Multi Cap Fund - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
153518,HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Growth Plan,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153527,Groww Silver ETF FOF - Regular - Growth,Groww Asset Management Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
